instruction,input,output
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is a clear and detailed illustration of the benchmark for Lead to Toured Ratio in case of my PMC?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is a clear and detailed illustration of the benchmark for Lead to Toured Ratio in case of my PMC?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How can you illustrate the benchmark for Lead to Toured Ratio in my organization with a concrete case?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How can you illustrate the benchmark for Lead to Toured Ratio in my organization with a concrete case?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a comprehensive example of how the benchmark for Lead to Toured Ratio is derived', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a comprehensive example of how the benchmark for Lead to Toured Ratio is derived', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Show me a thorough demonstration of the benchmark for Conversion Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Show me a thorough demonstration of the benchmark for Conversion Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a detailed example of the benchmark for Conversion Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a detailed example of the benchmark for Conversion Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is a clear and detailed illustration of the benchmark for Conversion Ratio in case of my PMC?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is a clear and detailed illustration of the benchmark for Conversion Ratio in case of my PMC?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How can you illustrate the benchmark for Conversion Ratio in my organization with a concrete case?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How can you illustrate the benchmark for Conversion Ratio in my organization with a concrete case?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a comprehensive example of how the benchmark for Conversion Ratio is derived', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a comprehensive example of how the benchmark for Conversion Ratio is derived', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Show me a thorough demonstration of the benchmark for L2T %', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Show me a thorough demonstration of the benchmark for L2T %', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a detailed example of the benchmark for L2T %', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a detailed example of the benchmark for L2T %', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is a clear and detailed illustration of the benchmark for L2T % in case of my PMC?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is a clear and detailed illustration of the benchmark for L2T % in case of my PMC?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How can you illustrate the benchmark for L2T % in my organization with a concrete case?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How can you illustrate the benchmark for L2T % in my organization with a concrete case?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a comprehensive example of how the benchmark for L2T % is derived', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a comprehensive example of how the benchmark for L2T % is derived', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Show me a thorough demonstration of the benchmark for L2T Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Show me a thorough demonstration of the benchmark for L2T Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a detailed example of the benchmark for L2T Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a detailed example of the benchmark for L2T Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is a clear and detailed illustration of the benchmark for L2T Ratio in case of my PMC?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is a clear and detailed illustration of the benchmark for L2T Ratio in case of my PMC?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How can you illustrate the benchmark for L2T Ratio in my organization with a concrete case?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How can you illustrate the benchmark for L2T Ratio in my organization with a concrete case?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a comprehensive example of how the benchmark for L2T Ratio is derived', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a comprehensive example of how the benchmark for L2T Ratio is derived', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Show me a thorough demonstration of the benchmark for Lead to Toured %', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Show me a thorough demonstration of the benchmark for Lead to Toured %', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a detailed example of the benchmark for Lead to Toured %', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a detailed example of the benchmark for Lead to Toured %', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is a clear and detailed illustration of the benchmark for Lead to Toured % in case of my PMC?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is a clear and detailed illustration of the benchmark for Lead to Toured % in case of my PMC?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How can you illustrate the benchmark for Lead to Toured % in my organization with a concrete case?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How can you illustrate the benchmark for Lead to Toured % in my organization with a concrete case?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a comprehensive example of how the benchmark for Lead to Toured % is derived', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a comprehensive example of how the benchmark for Lead to Toured % is derived', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Show me a thorough demonstration of the benchmark for Contact to Toured %', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Show me a thorough demonstration of the benchmark for Contact to Toured %', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a detailed example of the benchmark for Contact to Toured %', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a detailed example of the benchmark for Contact to Toured %', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is a clear and detailed illustration of the benchmark for Contact to Toured % in case of my PMC?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is a clear and detailed illustration of the benchmark for Contact to Toured % in case of my PMC?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How can you illustrate the benchmark for Contact to Toured % in my organization with a concrete case?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How can you illustrate the benchmark for Contact to Toured % in my organization with a concrete case?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a comprehensive example of how the benchmark for Contact to Toured % is derived', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a comprehensive example of how the benchmark for Contact to Toured % is derived', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Show me a thorough demonstration of the benchmark for Contact to Toured Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Show me a thorough demonstration of the benchmark for Contact to Toured Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a detailed example of the benchmark for Contact to Toured Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a detailed example of the benchmark for Contact to Toured Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is a clear and detailed illustration of the benchmark for Contact to Toured Ratio in case of my PMC?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is a clear and detailed illustration of the benchmark for Contact to Toured Ratio in case of my PMC?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How can you illustrate the benchmark for Contact to Toured Ratio in my organization with a concrete case?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How can you illustrate the benchmark for Contact to Toured Ratio in my organization with a concrete case?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a comprehensive example of how the benchmark for Contact to Toured Ratio is derived', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a comprehensive example of how the benchmark for Contact to Toured Ratio is derived', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Show me a thorough demonstration of the benchmark for Prospect to Toured Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Show me a thorough demonstration of the benchmark for Prospect to Toured Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a detailed example of the benchmark for Prospect to Toured Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a detailed example of the benchmark for Prospect to Toured Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is a clear and detailed illustration of the benchmark for Prospect to Toured Ratio in case of my PMC?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is a clear and detailed illustration of the benchmark for Prospect to Toured Ratio in case of my PMC?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How can you illustrate the benchmark for Prospect to Toured Ratio in my organization with a concrete case?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How can you illustrate the benchmark for Prospect to Toured Ratio in my organization with a concrete case?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a comprehensive example of how the benchmark for Prospect to Toured Ratio is derived', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a comprehensive example of how the benchmark for Prospect to Toured Ratio is derived', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Show me a thorough demonstration of the benchmark for Prospect to Toured %', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Show me a thorough demonstration of the benchmark for Prospect to Toured %', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a detailed example of the benchmark for Prospect to Toured %', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a detailed example of the benchmark for Prospect to Toured %', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is a clear and detailed illustration of the benchmark for Prospect to Toured % in case of my PMC?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is a clear and detailed illustration of the benchmark for Prospect to Toured % in case of my PMC?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How can you illustrate the benchmark for Prospect to Toured % in my organization with a concrete case?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How can you illustrate the benchmark for Prospect to Toured % in my organization with a concrete case?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a comprehensive example of how the benchmark for Prospect to Toured % is derived', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a comprehensive example of how the benchmark for Prospect to Toured % is derived', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How do you define the benchmark for Applied to Leased Duration in this industry?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How do you define the benchmark for Applied to Leased Duration in this industry?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What does the benchmark for Applied to Leased Duration represent in multifamily?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What does the benchmark for Applied to Leased Duration represent in multifamily?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Describe what the benchmark for Applied to Leased Duration in this industry is', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Describe what the benchmark for Applied to Leased Duration in this industry is', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'State the meaning of the benchmark for Applied to Leased Duration in the multifamily industry', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'State the meaning of the benchmark for Applied to Leased Duration in the multifamily industry', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is the benchmark for Applied to Leased Duration in multifamily industry?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is the benchmark for Applied to Leased Duration in multifamily industry?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How do you define the benchmark for A2L Duration in this industry?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How do you define the benchmark for A2L Duration in this industry?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What does the benchmark for A2L Duration represent in multifamily?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What does the benchmark for A2L Duration represent in multifamily?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Describe what the benchmark for A2L Duration in this industry is', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Describe what the benchmark for A2L Duration in this industry is', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'State the meaning of the benchmark for A2L Duration in the multifamily industry', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'State the meaning of the benchmark for A2L Duration in the multifamily industry', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is the benchmark for A2L Duration in multifamily industry?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is the benchmark for A2L Duration in multifamily industry?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Provide an example of the benchmark for Applied to Leased Duration in this industry', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Provide an example of the benchmark for Applied to Leased Duration in this industry', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How can the benchmark for Applied to Leased Duration be exemplified in multifamily?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How can the benchmark for Applied to Leased Duration be exemplified in multifamily?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Illustrate the benchmark for Applied to Leased Duration in multifamily', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Illustrate the benchmark for Applied to Leased Duration in multifamily', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is a case in point for the benchmark for Applied to Leased Durationin our industry?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is a case in point for the benchmark for Applied to Leased Durationin our industry?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How can you demonstrate the benchmark for Applied to Leased Duration in the multifamily industry?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How can you demonstrate the benchmark for Applied to Leased Duration in the multifamily industry?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Provide an example of the benchmark for A2L Duration in this industry', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Provide an example of the benchmark for A2L Duration in this industry', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How can the benchmark for A2L Duration be exemplified in multifamily?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How can the benchmark for A2L Duration be exemplified in multifamily?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Illustrate the benchmark for A2L Duration in multifamily', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Illustrate the benchmark for A2L Duration in multifamily', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is a case in point for the benchmark for A2L Durationin our industry?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is a case in point for the benchmark for A2L Durationin our industry?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How can you demonstrate the benchmark for A2L Duration in the multifamily industry?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How can you demonstrate the benchmark for A2L Duration in the multifamily industry?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Why is the benchmark for Applied to Leased Duration important in multifamily?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Why is the benchmark for Applied to Leased Duration important in multifamily?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How is the benchmark for Applied to Leased Duration applied in this industry from a marketing standpoint?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How is the benchmark for Applied to Leased Duration applied in this industry from a marketing standpoint?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is business use case of the benchmark for Applied to Leased Duration in the multifamily industry?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is business use case of the benchmark for Applied to Leased Duration in the multifamily industry?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is the value of the benchmark for Applied to Leased Duration in multifamily?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is the value of the benchmark for Applied to Leased Duration in multifamily?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Why do we need to measure the benchmark for Applied to Leased Duration in this industry?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Why do we need to measure the benchmark for Applied to Leased Duration in this industry?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Why is the benchmark for A2L Duration important in multifamily?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Why is the benchmark for A2L Duration important in multifamily?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How is the benchmark for A2L Duration applied in this industry from a marketing standpoint?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How is the benchmark for A2L Duration applied in this industry from a marketing standpoint?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is business use case of the benchmark for A2L Duration in the multifamily industry?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is business use case of the benchmark for A2L Duration in the multifamily industry?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is the value of the benchmark for A2L Duration in multifamily?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is the value of the benchmark for A2L Duration in multifamily?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Why do we need to measure the benchmark for A2L Duration in this industry?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Why do we need to measure the benchmark for A2L Duration in this industry?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Elaborate on the benchmark for Applied to Leased Duration in this industry', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Elaborate on the benchmark for Applied to Leased Duration in this industry', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a detailed explanation of the benchmark for Applied to Leased Durationin multifamily.', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a detailed explanation of the benchmark for Applied to Leased Durationin multifamily.', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How do I calculate the benchmark for Applied to Leased Duration in this industry?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How do I calculate the benchmark for Applied to Leased Duration in this industry?', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Go deeper about the benchmark for Applied to Leased Duration in multifamily industry', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Go deeper about the benchmark for Applied to Leased Duration in multifamily industry', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Provide a thorough description and computation of the benchmark for Applied to Leased Durationin multifamily', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Provide a thorough description and computation of the benchmark for Applied to Leased Durationin multifamily', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Elaborate on the benchmark for A2L Duration in this industry', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Elaborate on the benchmark for A2L Duration in this industry', 'pivotCategoryRequested': 'conversionVelocity'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a detailed explanation of the benchmark for A2L Durationin multifamily.', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a detailed explanation of the benchmark for A2L Durationin multifamily.', 'pivotCategoryRequested': 'conversionVelocity'}"
