App,Report Title,Tool,MetaData.Column.Name,Metric,Dataset Variant,Instruction,Input,Output
ChatCDP,Conversion Analytics,Metadata,Lede,Applied to Leased Duration,Clean,Explain the concept of this metric,A2L Duration,It is the time taken in days for a lead who applied to lease. 
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Applied to Leased Duration,Clean,Provide an example of this metric,Applied to Leased Duration,"If a lead, after the submission of application, takes 20 days and 12 hours to lease, The Applied to Leased Duration is 20.5 days "
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Applied to Leased Duration,Clean,Provide an example of this metric,A2L Duration,"If a lead, after the submission of application, takes 20 days and 12 hours to lease, The Applied to Leased Duration is 20.5 days "
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Applied to Leased Duration,Clean,How can this metric be exemplified?,Applied to Leased Duration,"If a lead, after the submission of application, takes 20 days and 12 hours to lease, The Applied to Leased Duration is 20.5 days "
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Applied to Leased Duration,Clean,How can this metric be exemplified?,A2L Duration,"If a lead, after the submission of application, takes 20 days and 12 hours to lease, The Applied to Leased Duration is 20.5 days "
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Applied to Leased Duration,Clean,Illustrate this metric,Applied to Leased Duration,"If a lead, after the submission of application, takes 20 days and 12 hours to lease, The Applied to Leased Duration is 20.5 days "
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Applied to Leased Duration,Clean,Illustrate this metric,A2L Duration,"If a lead, after the submission of application, takes 20 days and 12 hours to lease, The Applied to Leased Duration is 20.5 days "
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Applied to Leased Duration,Clean,What is a case in point for this metric?,Applied to Leased Duration,"If a lead, after the submission of application, takes 20 days and 12 hours to lease, The Applied to Leased Duration is 20.5 days "
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Applied to Leased Duration,Clean,What is a case in point for this metric?,A2L Duration,"If a lead, after the submission of application, takes 20 days and 12 hours to lease, The Applied to Leased Duration is 20.5 days "
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Applied to Leased Duration,Clean,How can you demonstrate this metric?,Applied to Leased Duration,"If a lead, after the submission of application, takes 20 days and 12 hours to lease, The Applied to Leased Duration is 20.5 days "
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Applied to Leased Duration,Clean,How can you demonstrate this metric?,A2L Duration,"If a lead, after the submission of application, takes 20 days and 12 hours to lease, The Applied to Leased Duration is 20.5 days "
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Applied to Leased Duration,Clean,Why is this metric important?,Applied to Leased Duration,"This allows us to assess:
- The quality of the applicants.
- The efficiency of the leasing process.
- The preferences of successful applicants."
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Applied to Leased Duration,Clean,Why is this metric important?,A2L Duration,"This allows us to assess:
- The quality of the applicants.
- The efficiency of the leasing process.
- The preferences of successful applicants."
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Applied to Leased Duration,Clean,How is this metric applied from a marketing standpoint?,Applied to Leased Duration,"This allows us to assess:
- The quality of the applicants.
- The efficiency of the leasing process.
- The preferences of successful applicants."
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Applied to Leased Duration,Clean,How is this metric applied from a marketing standpoint?,A2L Duration,"This allows us to assess:
- The quality of the applicants.
- The efficiency of the leasing process.
- The preferences of successful applicants."
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Applied to Leased Duration,Clean,What is business use case of this metric?,Applied to Leased Duration,"This allows us to assess:
- The quality of the applicants.
- The efficiency of the leasing process.
- The preferences of successful applicants."
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Applied to Leased Duration,Clean,What is business use case of this metric?,A2L Duration,"This allows us to assess:
- The quality of the applicants.
- The efficiency of the leasing process.
- The preferences of successful applicants."
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Applied to Leased Duration,Clean,What is the value of this metric?,Applied to Leased Duration,"This allows us to assess:
- The quality of the applicants.
- The efficiency of the leasing process.
- The preferences of successful applicants."
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Applied to Leased Duration,Clean,What is the value of this metric?,A2L Duration,"This allows us to assess:
- The quality of the applicants.
- The efficiency of the leasing process.
- The preferences of successful applicants."
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Applied to Leased Duration,Clean,Why do we need to measure this metric?,Applied to Leased Duration,"This allows us to assess:
- The quality of the applicants.
- The efficiency of the leasing process.
- The preferences of successful applicants."
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Applied to Leased Duration,Clean,Why do we need to measure this metric?,A2L Duration,"This allows us to assess:
- The quality of the applicants.
- The efficiency of the leasing process.
- The preferences of successful applicants."
ChatCDP,Conversion Analytics,Metadata,Godeeper,Applied to Leased Duration,Clean,Elaborate on this metric,Applied to Leased Duration,"We calculate this as follows:
- We note down the time when all leads for property apply within a specific time frame. (Time of application)
- We record the time of the start of the lease for these leads. (Time of lease)
- For each lead, we calculate the Applied to Leased Duration by taking the difference between the time of lease and the time of application (in days).
- From this range of time differences, we identify the value at the 75th percentile. This value represents the Applied to Leased Duration for the property."
ChatCDP,Conversion Analytics,Metadata,Godeeper,Applied to Leased Duration,Clean,Elaborate on this metric,A2L Duration,"We calculate this as follows:
- We note down the time when all leads for property apply within a specific time frame. (Time of application)
- We record the time of the start of the lease for these leads. (Time of lease)
- For each lead, we calculate the Applied to Leased Duration by taking the difference between the time of lease and the time of application (in days).
- From this range of time differences, we identify the value at the 75th percentile. This value represents the Applied to Leased Duration for the property."
ChatCDP,Conversion Analytics,Metadata,Godeeper,Applied to Leased Duration,Clean,Give me a detailed explanation of this metric.,Applied to Leased Duration,"We calculate this as follows:
- We note down the time when all leads for property apply within a specific time frame. (Time of application)
- We record the time of the start of the lease for these leads. (Time of lease)
- For each lead, we calculate the Applied to Leased Duration by taking the difference between the time of lease and the time of application (in days).
- From this range of time differences, we identify the value at the 75th percentile. This value represents the Applied to Leased Duration for the property."
ChatCDP,Conversion Analytics,Metadata,Godeeper,Applied to Leased Duration,Clean,Give me a detailed explanation of this metric.,A2L Duration,"We calculate this as follows:
- We note down the time when all leads for property apply within a specific time frame. (Time of application)
- We record the time of the start of the lease for these leads. (Time of lease)
- For each lead, we calculate the Applied to Leased Duration by taking the difference between the time of lease and the time of application (in days).
- From this range of time differences, we identify the value at the 75th percentile. This value represents the Applied to Leased Duration for the property."
ChatCDP,Conversion Analytics,Metadata,Godeeper,Applied to Leased Duration,Clean,How do I calculate this metric?,Applied to Leased Duration,"We calculate this as follows:
- We note down the time when all leads for property apply within a specific time frame. (Time of application)
- We record the time of the start of the lease for these leads. (Time of lease)
- For each lead, we calculate the Applied to Leased Duration by taking the difference between the time of lease and the time of application (in days).
- From this range of time differences, we identify the value at the 75th percentile. This value represents the Applied to Leased Duration for the property."
ChatCDP,Conversion Analytics,Metadata,Godeeper,Applied to Leased Duration,Clean,How do I calculate this metric?,A2L Duration,"We calculate this as follows:
- We note down the time when all leads for property apply within a specific time frame. (Time of application)
- We record the time of the start of the lease for these leads. (Time of lease)
- For each lead, we calculate the Applied to Leased Duration by taking the difference between the time of lease and the time of application (in days).
- From this range of time differences, we identify the value at the 75th percentile. This value represents the Applied to Leased Duration for the property."
ChatCDP,Conversion Analytics,Metadata,Godeeper,Applied to Leased Duration,Clean,Go deeper about this metric,Applied to Leased Duration,"We calculate this as follows:
- We note down the time when all leads for property apply within a specific time frame. (Time of application)
- We record the time of the start of the lease for these leads. (Time of lease)
- For each lead, we calculate the Applied to Leased Duration by taking the difference between the time of lease and the time of application (in days).
- From this range of time differences, we identify the value at the 75th percentile. This value represents the Applied to Leased Duration for the property."
ChatCDP,Conversion Analytics,Metadata,Godeeper,Applied to Leased Duration,Clean,Go deeper about this metric,A2L Duration,"We calculate this as follows:
- We note down the time when all leads for property apply within a specific time frame. (Time of application)
- We record the time of the start of the lease for these leads. (Time of lease)
- For each lead, we calculate the Applied to Leased Duration by taking the difference between the time of lease and the time of application (in days).
- From this range of time differences, we identify the value at the 75th percentile. This value represents the Applied to Leased Duration for the property."
ChatCDP,Conversion Analytics,Metadata,Godeeper,Applied to Leased Duration,Clean,Provide a thorough description and computation of this metric,Applied to Leased Duration,"We calculate this as follows:
- We note down the time when all leads for property apply within a specific time frame. (Time of application)
- We record the time of the start of the lease for these leads. (Time of lease)
- For each lead, we calculate the Applied to Leased Duration by taking the difference between the time of lease and the time of application (in days).
- From this range of time differences, we identify the value at the 75th percentile. This value represents the Applied to Leased Duration for the property."
ChatCDP,Conversion Analytics,Metadata,Godeeper,Applied to Leased Duration,Clean,Provide a thorough description and computation of this metric,A2L Duration,"We calculate this as follows:
- We note down the time when all leads for property apply within a specific time frame. (Time of application)
- We record the time of the start of the lease for these leads. (Time of lease)
- For each lead, we calculate the Applied to Leased Duration by taking the difference between the time of lease and the time of application (in days).
- From this range of time differences, we identify the value at the 75th percentile. This value represents the Applied to Leased Duration for the property."
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Applied to Leased Duration,Clean,Show me a thorough demonstration of this metric,Applied to Leased Duration,"For example:
- If 10 leads applied for a lease on 1st January 
- 4 of them lease. 
      *1 lease begins on 12th January
      *1 lease begins on 13th January
      *1 lease begins on 15th January
      *1 lease begins on 16th January
(For the sake of simplicity we are assuming time to be the same each day, say 11:00 AM)
- Applied to Leased Duration for the leads is 11.0, 12.0, 14.0, and 15.0 days respectively.
- The 75th percentile value for this distribution is 14.0 days
- Therefore, the Applied to Leased Duration for the property is 14.0 days."
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Applied to Leased Duration,Clean,Show me a thorough demonstration of this metric,A2L Duration,"For example:
- If 10 leads applied for a lease on 1st January 
- 4 of them lease. 
      *1 lease begins on 12th January
      *1 lease begins on 13th January
      *1 lease begins on 15th January
      *1 lease begins on 16th January
(For the sake of simplicity we are assuming time to be the same each day, say 11:00 AM)
- Applied to Leased Duration for the leads is 11.0, 12.0, 14.0, and 15.0 days respectively.
- The 75th percentile value for this distribution is 14.0 days
- Therefore, the Applied to Leased Duration for the property is 14.0 days."
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Applied to Leased Duration,Clean,Give me a detailed example of this metric,Applied to Leased Duration,"For example:
- If 10 leads applied for a lease on 1st January 
- 4 of them lease. 
      *1 lease begins on 12th January
      *1 lease begins on 13th January
      *1 lease begins on 15th January
      *1 lease begins on 16th January
(For the sake of simplicity we are assuming time to be the same each day, say 11:00 AM)
- Applied to Leased Duration for the leads is 11.0, 12.0, 14.0, and 15.0 days respectively.
- The 75th percentile value for this distribution is 14.0 days
- Therefore, the Applied to Leased Duration for the property is 14.0 days."
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Applied to Leased Duration,Clean,Give me a detailed example of this metric,A2L Duration,"For example:
- If 10 leads applied for a lease on 1st January 
- 4 of them lease. 
      *1 lease begins on 12th January
      *1 lease begins on 13th January
      *1 lease begins on 15th January
      *1 lease begins on 16th January
(For the sake of simplicity we are assuming time to be the same each day, say 11:00 AM)
- Applied to Leased Duration for the leads is 11.0, 12.0, 14.0, and 15.0 days respectively.
- The 75th percentile value for this distribution is 14.0 days
- Therefore, the Applied to Leased Duration for the property is 14.0 days."
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Applied to Leased Duration,Clean,What is a clear and detailed illustration of this measurement?,Applied to Leased Duration,"For example:
- If 10 leads applied for a lease on 1st January 
- 4 of them lease. 
      *1 lease begins on 12th January
      *1 lease begins on 13th January
      *1 lease begins on 15th January
      *1 lease begins on 16th January
(For the sake of simplicity we are assuming time to be the same each day, say 11:00 AM)
- Applied to Leased Duration for the leads is 11.0, 12.0, 14.0, and 15.0 days respectively.
- The 75th percentile value for this distribution is 14.0 days
- Therefore, the Applied to Leased Duration for the property is 14.0 days."
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Applied to Leased Duration,Clean,What is a clear and detailed illustration of this measurement?,A2L Duration,"For example:
- If 10 leads applied for a lease on 1st January 
- 4 of them lease. 
      *1 lease begins on 12th January
      *1 lease begins on 13th January
      *1 lease begins on 15th January
      *1 lease begins on 16th January
(For the sake of simplicity we are assuming time to be the same each day, say 11:00 AM)
- Applied to Leased Duration for the leads is 11.0, 12.0, 14.0, and 15.0 days respectively.
- The 75th percentile value for this distribution is 14.0 days
- Therefore, the Applied to Leased Duration for the property is 14.0 days."
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Applied to Leased Duration,Clean,How can you illustrate this metric with a concrete case?,Applied to Leased Duration,"For example:
- If 10 leads applied for a lease on 1st January 
- 4 of them lease. 
      *1 lease begins on 12th January
      *1 lease begins on 13th January
      *1 lease begins on 15th January
      *1 lease begins on 16th January
(For the sake of simplicity we are assuming time to be the same each day, say 11:00 AM)
- Applied to Leased Duration for the leads is 11.0, 12.0, 14.0, and 15.0 days respectively.
- The 75th percentile value for this distribution is 14.0 days
- Therefore, the Applied to Leased Duration for the property is 14.0 days."
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Applied to Leased Duration,Clean,How can you illustrate this metric with a concrete case?,A2L Duration,"For example:
- If 10 leads applied for a lease on 1st January 
- 4 of them lease. 
      *1 lease begins on 12th January
      *1 lease begins on 13th January
      *1 lease begins on 15th January
      *1 lease begins on 16th January
(For the sake of simplicity we are assuming time to be the same each day, say 11:00 AM)
- Applied to Leased Duration for the leads is 11.0, 12.0, 14.0, and 15.0 days respectively.
- The 75th percentile value for this distribution is 14.0 days
- Therefore, the Applied to Leased Duration for the property is 14.0 days."
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Applied to Leased Duration,Clean,Give me a comprehensive example of how this metric is derived,Applied to Leased Duration,"For example:
- If 10 leads applied for a lease on 1st January 
- 4 of them lease. 
      *1 lease begins on 12th January
      *1 lease begins on 13th January
      *1 lease begins on 15th January
      *1 lease begins on 16th January
(For the sake of simplicity we are assuming time to be the same each day, say 11:00 AM)
- Applied to Leased Duration for the leads is 11.0, 12.0, 14.0, and 15.0 days respectively.
- The 75th percentile value for this distribution is 14.0 days
- Therefore, the Applied to Leased Duration for the property is 14.0 days."
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Applied to Leased Duration,Clean,Give me a comprehensive example of how this metric is derived,A2L Duration,"For example:
- If 10 leads applied for a lease on 1st January 
- 4 of them lease. 
      *1 lease begins on 12th January
      *1 lease begins on 13th January
      *1 lease begins on 15th January
      *1 lease begins on 16th January
(For the sake of simplicity we are assuming time to be the same each day, say 11:00 AM)
- Applied to Leased Duration for the leads is 11.0, 12.0, 14.0, and 15.0 days respectively.
- The 75th percentile value for this distribution is 14.0 days
- Therefore, the Applied to Leased Duration for the property is 14.0 days."
ChatCDP,Conversion Analytics,Metadata,Lede,Toured to Applied Duration,Clean,How do you define this metric?,Toured to Applied Duration,"A yardstick to evaluate the performance of your Property Management Company (PMC) relative to Multifamily.  

Performance of your PMC is satisfactory if it lies within this range.
"
ChatCDP,Conversion Analytics,Metadata,Lede,Toured to Applied Duration,Clean,How do you define this metric?,Closing Duration,"A yardstick to evaluate the performance of your Property Management Company (PMC) relative to Multifamily.  

Performance of your PMC is satisfactory if it lies within this range.
"
ChatCDP,Conversion Analytics,Metadata,Lede,Toured to Applied Duration,Clean,How do you define this metric?,T2A Duration,"A yardstick to evaluate the performance of your Property Management Company (PMC) relative to Multifamily.  

Performance of your PMC is satisfactory if it lies within this range.
"
ChatCDP,Conversion Analytics,Metadata,Lede,Toured to Applied Duration,Clean,What does this metric represent?,Toured to Applied Duration,"A yardstick to evaluate the performance of your Property Management Company (PMC) relative to Multifamily.  

Performance of your PMC is satisfactory if it lies within this range.
"
ChatCDP,Conversion Analytics,Metadata,Lede,Toured to Applied Duration,Clean,What does this metric represent?,Closing Duration,"A yardstick to evaluate the performance of your Property Management Company (PMC) relative to Multifamily.  

Performance of your PMC is satisfactory if it lies within this range.
"
ChatCDP,Conversion Analytics,Metadata,Lede,Toured to Applied Duration,Clean,What does this metric represent?,T2A Duration,"A yardstick to evaluate the performance of your Property Management Company (PMC) relative to Multifamily.  

Performance of your PMC is satisfactory if it lies within this range.
"
ChatCDP,Conversion Analytics,Metadata,Lede,Toured to Applied Duration,Clean,Describe what this metric is,Toured to Applied Duration,"A yardstick to evaluate the performance of your Property Management Company (PMC) relative to Multifamily.  

Performance of your PMC is satisfactory if it lies within this range.
"
ChatCDP,Conversion Analytics,Metadata,Lede,Toured to Applied Duration,Clean,Describe what this metric is,Closing Duration,"A yardstick to evaluate the performance of your Property Management Company (PMC) relative to Multifamily.  

Performance of your PMC is satisfactory if it lies within this range.
"
ChatCDP,Conversion Analytics,Metadata,Lede,Toured to Applied Duration,Clean,Describe what this metric is,T2A Duration,"A yardstick to evaluate the performance of your Property Management Company (PMC) relative to Multifamily.  

Performance of your PMC is satisfactory if it lies within this range.
"
ChatCDP,Conversion Analytics,Metadata,Lede,Toured to Applied Duration,Clean,State the meaning of this metric,Toured to Applied Duration,"A yardstick to evaluate the performance of your Property Management Company (PMC) relative to Multifamily.  

Performance of your PMC is satisfactory if it lies within this range.
"
ChatCDP,Conversion Analytics,Metadata,Lede,Toured to Applied Duration,Clean,State the meaning of this metric,Closing Duration,"A yardstick to evaluate the performance of your Property Management Company (PMC) relative to Multifamily.  

Performance of your PMC is satisfactory if it lies within this range.
"
ChatCDP,Conversion Analytics,Metadata,Lede,Toured to Applied Duration,Clean,State the meaning of this metric,T2A Duration,"A yardstick to evaluate the performance of your Property Management Company (PMC) relative to Multifamily.  

Performance of your PMC is satisfactory if it lies within this range.
"
ChatCDP,Conversion Analytics,Metadata,Lede,Toured to Applied Duration,Clean,Explain the concept of this metric,Toured to Applied Duration,"A yardstick to evaluate the performance of your Property Management Company (PMC) relative to Multifamily.  

Performance of your PMC is satisfactory if it lies within this range.
"
ChatCDP,Conversion Analytics,Metadata,Lede,Toured to Applied Duration,Clean,Explain the concept of this metric,Closing Duration,"A yardstick to evaluate the performance of your Property Management Company (PMC) relative to Multifamily.  

Performance of your PMC is satisfactory if it lies within this range.
"
ChatCDP,Conversion Analytics,Metadata,Lede,Toured to Applied Duration,Clean,Explain the concept of this metric,T2A Duration,"A yardstick to evaluate the performance of your Property Management Company (PMC) relative to Multifamily.  

Performance of your PMC is satisfactory if it lies within this range.
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Toured to Applied Duration,Clean,Provide an example of this metric,Toured to Applied Duration,"For example, let’s say the Multifamily benchmark for toured to applied conversion duration lies between 7.0 days to 12.0 days.

Now, Toured to Applied duration of:
- 9.0 days is satisfactory for your PMC.
- 3.0 days exceeds expectations.
- 13.0 days is not satisfactory.  "
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Toured to Applied Duration,Clean,Provide an example of this metric,Closing Duration,"For example, let’s say the Multifamily benchmark for toured to applied conversion duration lies between 7.0 days to 12.0 days.

Now, Toured to Applied duration of:
- 9.0 days is satisfactory for your PMC.
- 3.0 days exceeds expectations.
- 13.0 days is not satisfactory.  "
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Toured to Applied Duration,Clean,Provide an example of this metric,T2A Duration,"For example, let’s say the Multifamily benchmark for toured to applied conversion duration lies between 7.0 days to 12.0 days.

Now, Toured to Applied duration of:
- 9.0 days is satisfactory for your PMC.
- 3.0 days exceeds expectations.
- 13.0 days is not satisfactory.  "
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Toured to Applied Duration,Clean,How can this metric be exemplified?,Toured to Applied Duration,"For example, let’s say the Multifamily benchmark for toured to applied conversion duration lies between 7.0 days to 12.0 days.

Now, Toured to Applied duration of:
- 9.0 days is satisfactory for your PMC.
- 3.0 days exceeds expectations.
- 13.0 days is not satisfactory.  "
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Toured to Applied Duration,Clean,How can this metric be exemplified?,Closing Duration,"For example, let’s say the Multifamily benchmark for toured to applied conversion duration lies between 7.0 days to 12.0 days.

Now, Toured to Applied duration of:
- 9.0 days is satisfactory for your PMC.
- 3.0 days exceeds expectations.
- 13.0 days is not satisfactory.  "
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Toured to Applied Duration,Clean,How can this metric be exemplified?,T2A Duration,"For example, let’s say the Multifamily benchmark for toured to applied conversion duration lies between 7.0 days to 12.0 days.

Now, Toured to Applied duration of:
- 9.0 days is satisfactory for your PMC.
- 3.0 days exceeds expectations.
- 13.0 days is not satisfactory.  "
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Toured to Applied Duration,Clean,Illustrate this metric,Toured to Applied Duration,"For example, let’s say the Multifamily benchmark for toured to applied conversion duration lies between 7.0 days to 12.0 days.

Now, Toured to Applied duration of:
- 9.0 days is satisfactory for your PMC.
- 3.0 days exceeds expectations.
- 13.0 days is not satisfactory.  "
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Toured to Applied Duration,Clean,Illustrate this metric,Closing Duration,"For example, let’s say the Multifamily benchmark for toured to applied conversion duration lies between 7.0 days to 12.0 days.

Now, Toured to Applied duration of:
- 9.0 days is satisfactory for your PMC.
- 3.0 days exceeds expectations.
- 13.0 days is not satisfactory.  "
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Toured to Applied Duration,Clean,Illustrate this metric,T2A Duration,"For example, let’s say the Multifamily benchmark for toured to applied conversion duration lies between 7.0 days to 12.0 days.

Now, Toured to Applied duration of:
- 9.0 days is satisfactory for your PMC.
- 3.0 days exceeds expectations.
- 13.0 days is not satisfactory.  "
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Toured to Applied Duration,Clean,What is a case in point for this metric?,Toured to Applied Duration,"For example, let’s say the Multifamily benchmark for toured to applied conversion duration lies between 7.0 days to 12.0 days.

Now, Toured to Applied duration of:
- 9.0 days is satisfactory for your PMC.
- 3.0 days exceeds expectations.
- 13.0 days is not satisfactory.  "
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Toured to Applied Duration,Clean,What is a case in point for this metric?,Closing Duration,"For example, let’s say the Multifamily benchmark for toured to applied conversion duration lies between 7.0 days to 12.0 days.

Now, Toured to Applied duration of:
- 9.0 days is satisfactory for your PMC.
- 3.0 days exceeds expectations.
- 13.0 days is not satisfactory.  "
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Toured to Applied Duration,Clean,What is a case in point for this metric?,T2A Duration,"For example, let’s say the Multifamily benchmark for toured to applied conversion duration lies between 7.0 days to 12.0 days.

Now, Toured to Applied duration of:
- 9.0 days is satisfactory for your PMC.
- 3.0 days exceeds expectations.
- 13.0 days is not satisfactory.  "
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Toured to Applied Duration,Clean,How can you demonstrate this metric?,Toured to Applied Duration,"For example, let’s say the Multifamily benchmark for toured to applied conversion duration lies between 7.0 days to 12.0 days.

Now, Toured to Applied duration of:
- 9.0 days is satisfactory for your PMC.
- 3.0 days exceeds expectations.
- 13.0 days is not satisfactory.  "
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Toured to Applied Duration,Clean,How can you demonstrate this metric?,Closing Duration,"For example, let’s say the Multifamily benchmark for toured to applied conversion duration lies between 7.0 days to 12.0 days.

Now, Toured to Applied duration of:
- 9.0 days is satisfactory for your PMC.
- 3.0 days exceeds expectations.
- 13.0 days is not satisfactory.  "
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Toured to Applied Duration,Clean,How can you demonstrate this metric?,T2A Duration,"For example, let’s say the Multifamily benchmark for toured to applied conversion duration lies between 7.0 days to 12.0 days.

Now, Toured to Applied duration of:
- 9.0 days is satisfactory for your PMC.
- 3.0 days exceeds expectations.
- 13.0 days is not satisfactory.  "
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Toured to Applied Duration,Clean,Why is this metric important?,Toured to Applied Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of the sales process. 
- Assess the quality of the touring experience. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Toured to Applied Duration,Clean,Why is this metric important?,Closing Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of the sales process. 
- Assess the quality of the touring experience. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Toured to Applied Duration,Clean,Why is this metric important?,T2A Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of the sales process. 
- Assess the quality of the touring experience. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Toured to Applied Duration,Clean,How is this metric applied from a marketing standpoint?,Toured to Applied Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of the sales process. 
- Assess the quality of the touring experience. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Toured to Applied Duration,Clean,How is this metric applied from a marketing standpoint?,Closing Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of the sales process. 
- Assess the quality of the touring experience. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Toured to Applied Duration,Clean,How is this metric applied from a marketing standpoint?,T2A Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of the sales process. 
- Assess the quality of the touring experience. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Toured to Applied Duration,Clean,What is business use case of this metric?,Toured to Applied Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of the sales process. 
- Assess the quality of the touring experience. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Toured to Applied Duration,Clean,What is business use case of this metric?,Closing Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of the sales process. 
- Assess the quality of the touring experience. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Toured to Applied Duration,Clean,What is business use case of this metric?,T2A Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of the sales process. 
- Assess the quality of the touring experience. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Toured to Applied Duration,Clean,What is the value of this metric?,Toured to Applied Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of the sales process. 
- Assess the quality of the touring experience. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Toured to Applied Duration,Clean,What is the value of this metric?,Closing Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of the sales process. 
- Assess the quality of the touring experience. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Toured to Applied Duration,Clean,What is the value of this metric?,T2A Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of the sales process. 
- Assess the quality of the touring experience. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Toured to Applied Duration,Clean,Why do we need to measure this metric?,Toured to Applied Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of the sales process. 
- Assess the quality of the touring experience. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Toured to Applied Duration,Clean,Why do we need to measure this metric?,Closing Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of the sales process. 
- Assess the quality of the touring experience. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Toured to Applied Duration,Clean,Why do we need to measure this metric?,T2A Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of the sales process. 
- Assess the quality of the touring experience. 
- Gain insights into best practices.
"
