instruction,input,output,metric,hierarchy,metadata_column_name,alias,question,data_variant,metric_name_requested,information_requested
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'Give me a comprehensive example of how Applied to Leased % is derived', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'Give me a comprehensive example of how Applied to Leased % is derived', 'metric_name_requested': 'applied-to-leased-ratio-metric', 'information_requested': ['calculation-example']}",Applied to Leased Ratio,Property Level,Godeeper.Example,Applied to Leased %,Give me a comprehensive example of how Applied to Leased % is derived,Clean,applied-to-leased-ratio-metric,['calculation-example']
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'How do you define Toured to Applied Ratio ?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'How do you define Toured to Applied Ratio ?', 'metric_name_requested': 'toured-to-applied-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,Property Level,Lede + Lede.Example,Toured to Applied Ratio,How do you define Toured to Applied Ratio ?,Clean,toured-to-applied-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'What does Toured to Applied Ratio represent?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'What does Toured to Applied Ratio represent?', 'metric_name_requested': 'toured-to-applied-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,Property Level,Lede + Lede.Example,Toured to Applied Ratio,What does Toured to Applied Ratio represent?,Clean,toured-to-applied-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'Describe what Toured to Applied Ratio is', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'Describe what Toured to Applied Ratio is', 'metric_name_requested': 'toured-to-applied-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,Property Level,Lede + Lede.Example,Toured to Applied Ratio,Describe what Toured to Applied Ratio is,Clean,toured-to-applied-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'State the meaning of Toured to Applied Ratio', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'State the meaning of Toured to Applied Ratio', 'metric_name_requested': 'toured-to-applied-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,Property Level,Lede + Lede.Example,Toured to Applied Ratio,State the meaning of Toured to Applied Ratio,Clean,toured-to-applied-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'What is Toured to Applied Ratio', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'What is Toured to Applied Ratio', 'metric_name_requested': 'toured-to-applied-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,Property Level,Lede + Lede.Example,Toured to Applied Ratio,What is Toured to Applied Ratio,Clean,toured-to-applied-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'How do you define Closing Ratio ?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'How do you define Closing Ratio ?', 'metric_name_requested': 'toured-to-applied-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,Property Level,Lede + Lede.Example,Closing Ratio,How do you define Closing Ratio ?,Clean,toured-to-applied-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'What does Closing Ratio represent?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'What does Closing Ratio represent?', 'metric_name_requested': 'toured-to-applied-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,Property Level,Lede + Lede.Example,Closing Ratio,What does Closing Ratio represent?,Clean,toured-to-applied-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'Describe what Closing Ratio is', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'Describe what Closing Ratio is', 'metric_name_requested': 'toured-to-applied-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,Property Level,Lede + Lede.Example,Closing Ratio,Describe what Closing Ratio is,Clean,toured-to-applied-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'State the meaning of Closing Ratio', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'State the meaning of Closing Ratio', 'metric_name_requested': 'toured-to-applied-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,Property Level,Lede + Lede.Example,Closing Ratio,State the meaning of Closing Ratio,Clean,toured-to-applied-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'What is Closing Ratio', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'What is Closing Ratio', 'metric_name_requested': 'toured-to-applied-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,Property Level,Lede + Lede.Example,Closing Ratio,What is Closing Ratio,Clean,toured-to-applied-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'How do you define T2A % ?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'How do you define T2A % ?', 'metric_name_requested': 'toured-to-applied-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,Property Level,Lede + Lede.Example,T2A %,How do you define T2A % ?,Clean,toured-to-applied-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'What does T2A % represent?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'What does T2A % represent?', 'metric_name_requested': 'toured-to-applied-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,Property Level,Lede + Lede.Example,T2A %,What does T2A % represent?,Clean,toured-to-applied-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'Describe what T2A % is', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'Describe what T2A % is', 'metric_name_requested': 'toured-to-applied-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,Property Level,Lede + Lede.Example,T2A %,Describe what T2A % is,Clean,toured-to-applied-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'State the meaning of T2A %', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'State the meaning of T2A %', 'metric_name_requested': 'toured-to-applied-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,Property Level,Lede + Lede.Example,T2A %,State the meaning of T2A %,Clean,toured-to-applied-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'What is T2A %', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'What is T2A %', 'metric_name_requested': 'toured-to-applied-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,Property Level,Lede + Lede.Example,T2A %,What is T2A %,Clean,toured-to-applied-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'How do you define Toured to Applied % ?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'How do you define Toured to Applied % ?', 'metric_name_requested': 'toured-to-applied-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,Property Level,Lede + Lede.Example,Toured to Applied %,How do you define Toured to Applied % ?,Clean,toured-to-applied-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'What does Toured to Applied % represent?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'What does Toured to Applied % represent?', 'metric_name_requested': 'toured-to-applied-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,Property Level,Lede + Lede.Example,Toured to Applied %,What does Toured to Applied % represent?,Clean,toured-to-applied-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'Describe what Toured to Applied % is', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'Describe what Toured to Applied % is', 'metric_name_requested': 'toured-to-applied-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,Property Level,Lede + Lede.Example,Toured to Applied %,Describe what Toured to Applied % is,Clean,toured-to-applied-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
